0, 0, Header, 1, 8, 480
2, 0, Start_track
2, 0, Title_t, "Piano right"
2, 0, Program_c, 0, 19
2, 0, Control_c, 0, 7, 100
2, 0, Control_c, 0, 10, 64
2, 0, Text_t, "bdca426d104a26ac9dcb070447587523"
2, 0, Control_c, 0, 91, 127
2, 0, Control_c, 0, 68, 125
2, 240, Note_on_c, 0, 81, 60
2, 480, Note_on_c, 0, 81, 0
2, 480, Note_on_c, 0, 88, 66
2, 2040, Note_on_c, 0, 88, 0
2, 2040, Note_on_c, 0, 86, 55
2, 2100, Note_on_c, 0, 86, 0
2, 2100, Note_on_c, 0, 88, 47
2, 2160, Note_on_c, 0, 88, 0
2, 2160, Note_on_c, 0, 86, 62
2, 2400, Note_on_c, 0, 86, 0
2, 2400, Note_on_c, 0, 84, 57
2, 2640, Note_on_c, 0, 84, 0
2, 2640, Note_on_c, 0, 86, 57
2, 2880, Note_on_c, 0, 86, 0
2, 2880, Note_on_c, 0, 88, 62
2, 3120, Note_on_c, 0, 88, 0
2, 3120, Note_on_c, 0, 89, 64
2, 3360, Note_on_c, 0, 89, 0
2, 3360, Note_on_c, 0, 91, 67
2, 3600, Note_on_c, 0, 91, 0
2, 3600, Note_on_c, 0, 88, 66
2, 3840, Note_on_c, 0, 88, 0
2, 3840, Note_on_c, 0, 89, 64
2, 4080, Note_on_c, 0, 89, 0
2, 4080, Note_on_c, 0, 88, 61
2, 4200, Note_on_c, 0, 88, 0
2, 4200, Note_on_c, 0, 86, 59
2, 4260, Note_on_c, 0, 86, 0
2, 4260, Note_on_c, 0, 88, 55
2, 4320, Note_on_c, 0, 88, 0
2, 4320, Note_on_c, 0, 86, 67
2, 4800, Note_on_c, 0, 86, 0
2, 4800, Note_on_c, 0, 84, 60
2, 5280, Note_on_c, 0, 84, 0
2, 5280, Note_on_c, 0, 82, 57
2, 5760, Note_on_c, 0, 82, 0
2, 6000, Note_on_c, 0, 57, 50
2, 6240, Note_on_c, 0, 57, 0
2, 6240, Note_on_c, 0, 61, 51
2, 6480, Note_on_c, 0, 61, 0
2, 6480, Note_on_c, 0, 64, 54
2, 6720, Note_on_c, 0, 64, 0
2, 6720, Note_on_c, 0, 69, 57
2, 6960, Note_on_c, 0, 69, 0
2, 6960, Note_on_c, 0, 73, 58
2, 7200, Note_on_c, 0, 73, 0
2, 7200, Note_on_c, 0, 76, 61
2, 7440, Note_on_c, 0, 76, 0
2, 7440, Note_on_c, 0, 69, 50
2, 7680, Note_on_c, 0, 69, 0
2, 7680, Note_on_c, 0, 73, 51
2, 7920, Note_on_c, 0, 73, 0
2, 7920, Note_on_c, 0, 76, 54
2, 8160, Note_on_c, 0, 76, 0
2, 8160, Note_on_c, 0, 81, 57
2, 8400, Note_on_c, 0, 81, 0
2, 8400, Note_on_c, 0, 85, 58
2, 8640, Note_on_c, 0, 85, 0
2, 8640, Note_on_c, 0, 88, 64
2, 8880, Note_on_c, 0, 88, 0
2, 8880, Note_on_c, 0, 85, 60
2, 9120, Note_on_c, 0, 85, 0
2, 9120, Note_on_c, 0, 81, 58
2, 9360, Note_on_c, 0, 81, 0
2, 9360, Note_on_c, 0, 76, 57
2, 9600, Note_on_c, 0, 76, 0
2, 9600, Note_on_c, 0, 73, 55
2, 9840, Note_on_c, 0, 73, 0
2, 9840, Note_on_c, 0, 69, 53
2, 10080, Note_on_c, 0, 69, 0
2, 10080, Note_on_c, 0, 76, 51
2, 10320, Note_on_c, 0, 76, 0
2, 10320, Note_on_c, 0, 73, 48
2, 10560, Note_on_c, 0, 73, 0
2, 10560, Note_on_c, 0, 69, 46
2, 10800, Note_on_c, 0, 69, 0
2, 10800, Note_on_c, 0, 64, 44
2, 11040, Note_on_c, 0, 64, 0
2, 11040, Note_on_c, 0, 61, 44
2, 11280, Note_on_c, 0, 61, 0
2, 11280, Note_on_c, 0, 57, 42
2, 11520, Note_on_c, 0, 57, 0
2, 11760, Note_on_c, 0, 81, 51
2, 12000, Note_on_c, 0, 81, 0
2, 12000, Note_on_c, 0, 88, 56
2, 13560, Note_on_c, 0, 88, 0
2, 13560, Note_on_c, 0, 86, 46
2, 13620, Note_on_c, 0, 86, 0
2, 13620, Note_on_c, 0, 88, 41
2, 13680, Note_on_c, 0, 88, 0
2, 13680, Note_on_c, 0, 86, 52
2, 13920, Note_on_c, 0, 86, 0
2, 13920, Note_on_c, 0, 84, 48
2, 14160, Note_on_c, 0, 84, 0
